fold_id,cv_tag,html_id,sent_id,text,tag
4,cv441,15276,13,"it would have been far better to take the half-hour or so needed to tell his life story first ( ala _it's a wonderful life_ ) , so that i can build up respect for him , so i could know and possibly care for him , his children , and his long-suffering wife ( played superbly by annabella sciorra ) .",neg
4,cv442,15499,33,"but this too is over-used , repeating the same view over and again on multiple occasions .",neg
0,cv042,11927,8,"the two of them and their friends wile away their time snorting and shooting up dope , usually heroin .",neg
4,cv446,12209,9,the audience finds some humor in his foolishness .,neg
1,cv138,13903,70,"i like the final set-piece , on de wynter's island , even if none of it makes a bit of sense .",neg
8,cv885,13390,11,"jay is supposed to try to get her to sleep with him , but stop short of the actual act .",neg
2,cv216,20165,10,you're better off renting the video and pressing fast-forward to get to the funny bits .,neg
6,cv662,14791,22,"if a security man goes to investigate a complaint and disappears , wouldn't the guests he was investigating be the first suspects ?",neg
2,cv223,28923,41,"the humans move oddly and their facial features are so muted that the talented voice cast can't bring them to life ( in fact , their efforts merely emphasize what we're missing ) .",neg
7,cv713,29002,11,lee hopes to turn lemons into lemonade by convincing eddie and gwen to pretend to be on the road to reconciliation .,neg
8,cv869,24782,9,"yes , you better believe it . . satan is here on earth , working on his latest project -- the end of days .",neg
2,cv276,17126,52,[r],neg
8,cv829,21725,23,just like i wet my pants when they told me the house is evil .,neg
7,cv769,8565,8,"as it turns out , there's some other nonsense going on here , involving and revolving around jerry's background .",neg
4,cv413,7893,10,and the actors are all good ones .,neg
1,cv173,4295,4,"well , after watching it ( it indeed was a bad print ) i was glad i didn't dish out $7 to waste three hours of my time sitting in a bad theatre watching a bad movie .",neg
8,cv807,23024,52,"there are several predictable horror film clich ? s present in "" end of days , "" complete with the old "" black cat hiding in a cabinet "" bit , not that we ever find out what the cat was doing in there .",neg
6,cv640,5380,19,"but let me tell you , if darwin could see the ape masks and hear the rotten dialogue exchanges ( heston [to female ape] : may i kiss you before i go ?",neg
4,cv468,16844,23,"besides the obvious question of why this movie was ever made , there is one other question that i'd like to ask the director .",neg
3,cv315,12638,45,"to be fair , however , marilyn manson's "" long hard road out of hell "" effectively compliments spawn's return to earth , while filter and the crystal method's "" ( can't you ) trip like i do "" proves a surprisingly fitting theme song .",neg
3,cv359,6751,25,"of course , the writers tried to disguise the scene as being insignificant by having roper draw parallels between hostage negotiation and gambling .",neg
7,cv739,12179,7,"for those without such context , the reaction to the film may be that it is a parody of a bad indie film .",neg
5,cv544,5301,18,"of all the women in the film--and there are many--alyson reed , alone , stands out as zach's wife ; reed brings intelligence and sensitivity to the role .",neg
3,cv327,21743,38,"after seeing the movie , i believe that the approaching horde could be something else .",neg
2,cv234,22123,9,"or even more importantly , am i supposed to give a rat's ass about anyone in this film ?",neg
1,cv142,23657,4,"fooling around , deuce sets fire to the kitchen and smashes a $6000 fish tank .",neg
7,cv791,17995,7,a bunch of unsuspecting teens get a summer job at a long closed summer camp .,neg
8,cv882,10042,7,"we meet medfield college chemistry professor phillip brainard ( williams ) , the typical , supposedly likable mad scientist .",neg
8,cv871,25971,23,"they've performed several experiments on animals and have nearly solved the quandary causing caine , in a twist worthy of the film's 1950's late show origins , to impulsively experiment on himself .",neg
6,cv610,24153,41,now there's a low blow for you .,neg
2,cv244,22935,19,for the first time .,neg
5,cv515,18484,5,"in the process , he meets gio's mistress gina zamora ( played by rosie vela ) and starts relationship with her too .",neg
5,cv586,8048,0,"this is the worst movie i've seen since the "" so bad i walked out on it "" "" jingle all the way "" .",neg
9,cv953,7078,20,"there are lines in the script that are just begging to be mst3ked -- and i'm sure once mike and the 'bots get the cash , they'll stick it on their sked .",neg
7,cv711,12687,11,john woo !,neg
2,cv201,7421,0,i wish i could accurately describe the theme music for part 3 .,neg
9,cv938,10706,10,"it is now home to a bunch of interred foreigners and policed by cops who drive around in small cars with "" policia "" printed on their doors .",neg
4,cv418,16562,19,"perhaps director helgeland would have been smart to consider this , so he could have at least added a few worthwhile elements , like a fresh storyline and characters whom you could even remotely stand to be around for a few hours .",neg
6,cv607,8235,5,"he's referred to as the mariner , but they "" the meaner "" would have been a more appropriate title because he's cold , rigid , and strict - and he's supposed the be the good guy !",neg
4,cv473,7869,13,( what are the odds ? ),neg
9,cv901,11934,2,"sensing her frustration , her husband's brother ( christopher eccleston ) gives her a job in his jewelry brokering business in exchange for raw , passionless sex that just fans sonia's still-burning flame .",neg
5,cv510,24758,19,reviewed by brandon herring 4/29/00 for more reviews please visit movie review central at http : //www . geocities . com/moviefan983/moviereviewcentral . html,neg
0,cv083,25491,29,"the sequel does the reverse and drives the negatives of the klumps right in to the hilt , making the first five minutes of their interaction enjoyable and the last 55 or so unbearable and pathetic .",neg
9,cv942,18509,19,"in addition to the extremely bloody scenes , this uneven plot jumping completely destroys what would have been a great fantasy adventure .",neg
9,cv921,13988,6,"remarkable in its banality and brutally uninvolving , the avengers is a catastrophic mess which immediately invites comparisons to last year's case study in style over substance , joel schumacher's much-loathed batman & robin .",neg
8,cv842,5702,8,"the movie opens in the fifties with roy's dad dishing out the reader's digest/gumpian wisdom in scoopfuls , shifting to the 70s for a hilarious spoof of saturday night fever .",neg
7,cv729,10475,5,"well , this is the case for about the first half of the movie then things begin to settle into what might truly be considered absent minded .",neg
0,cv003,12683,12,"in the end , it's a tie -- they all win .",neg
2,cv296,13146,14,"if the dialogue was intelligent , then it would be all right , but it's sadly babbling nonsense .",neg
7,cv711,12687,28,another prime example of the idiot hero syndrome :,neg
4,cv467,26610,18,this film had potential in its tale of one-upmanship .,neg
6,cv619,13677,11,"he moves to a small town with his family after , tragically , his brother shoots himself .",neg
9,cv919,18155,19,"kurtwood smith as prison warden is rather uninspired , capable of solid , yet forgettable performance .",neg
4,cv401,13758,40,"the film , which runs about 80 or so minutes , just needs to work on these things , and become a lot less sloppy .",neg
0,cv044,18429,0,i'm currently accepting all future names for drew barrymore characters .,neg
8,cv897,11703,18,"as the names of the not-so-talented film crew scrolled by at the end , joseph scales came up , credited as being "" assistsant to foley artist . """,neg
2,cv235,10704,26,no suspense occurs in the dream sequences either because every single one of them is obviously a dream sequence from its inception .,neg
8,cv821,29283,10,they even manage to bungle some potentially great moments with a group of carnival freaks .,neg
3,cv338,9183,13,"however , blackwolf now has a secret weapon : nazis .",neg
1,cv154,9562,0,"the ads for "" batman and robin "" scream "" the event of the summer is here "" and that's the problem .",neg
6,cv651,11120,4,"he's feeling somewhat dissatisfied with his relationship with his live-in love , mary ( catherine keener ) , who holds some subconscious hostility toward the male gender .",neg
